p_bat,player_name
323244,Rahat Ali
323389,Mohammad Rizwan
324358,Nuwan Pradeep
325012,Marcus Stoinis
325026,Glenn Maxwell
326016,Bhuvneshwar Kumar
326017,Siddarth Kaul
326434,Alex Carey
326632,Joe Burns
326637,Chris Lynn
326968,Michael Bracewell
327830,Dwaine Pretorius
328026,Isuru Udana
330223,Bernard Scholtz
330902,Mustafizur Rahman
331375,Hamish Rutherford
332921,Alawi Shukri
332937,Jahmar Hamilton
332978,John Reva
332980,Charles Amini
332996,Kyle Jarvis
333000,Peter Moor
333001,Tinotenda Mutombodzi
333066,Johnson Charles
333782,Timm van der Gugten
334337,Peter Handscomb
334340,Ian Holland
334621,Shadley van Schalkwyk
334946,Nizel Fernandes
337790,Rassie van der Dussen
341593,Devendra Bishoo
342182,Vikrant Shetty
342616,Kithuruwan Vithanage
342619,Bhanuka Rajapaksa
343305,Bilawal Bhatti
343529,Shingi Masakadza
343548,Raza Hasan
345821,Danushka Gunathilaka
345825,Chaturanga de Silva
348016,Irfan Karim
348024,Kraigg Brathwaite
348026,John Campbell
348034,George Dockrell
348037,Graeme McCarter
348049,Nasum Ahmed
348054,Sunil Ambris
348056,Kyle Mayers
348059,Barry McCarthy
348091,Kavem Hodge
348109,Paul van Meekeren
348129,Nitish Kumar
348133,Steven Taylor
348135,Nikhil Dutta
348144,Babar Azam
348148,Mohammad Nawaz
348154,Zafar Gohar
350629,Nizakat Khan
350632,Waqas Barkat
351588,Mark Wood
352048,Gulbadin Naib
352894,Seren Waters
353431,Rob Taylor
355107,Neil Kruger
355269,James Neesham
355583,Harvir Baidwan
359746,Saad Bin Zafar
360456,Asela Gunaratne
360911,Varun Aaron
361952,Rizwan Cheema
362079,Chaminda Bandara
362201,Lewis Gregory
362541,Doug Bracewell
362603,Shafiqullah
364300,Tim Gruijters
364302,Eddie Richardson
364329,Freddie Coleman
364330,Marc Petrie
364343,Craig Young
364788,Ben Foakes
365126,Ramesh David
366725,Oshada Fernando
370033,Anthony Hawkins-Kay
370034,Ben Stevens
370040,Jeffrey Vandersay
370535,Toby Roland-Jones
370846,Shahzaib Hasan
372116,Temba Bavuma
373439,Abul Hasan
373538,Sabbir Rahman
373696,Mominul Haque
376116,Umesh Yadav
376169,Michael Neser
377639,Tarun Nethula
378457,Mohammad Sanuth
379140,Devon Conway
379143,Quinton de Kock
379144,Graham Hume
379145,Tabraiz Shamsi
379504,Adam Zampa
379774,Colin Ackermann
379776,Sisanda Magala
379887,Lizaad Williams
379890,Chad Bowes
379927,Beuran Hendricks
380354,Anamul Haque
380956,Michael Rippon
380957,James Cameron-Dow
380974,Sunzamul Islam
381734,Fiqre Crockwell
381743,Daryl Mitchell
384518,Hammad Azam
384525,Zahoor Khan
384817,Andri Berenger
385938,Kaleem Sana
387420,Mirwais Ashraf
387435,Vani Morea
387845,Christi Viljoen
388802,Tom Latham
390752,Abdullah Mazari
391485,Jason Holder
391832,Roston Chase
392944,Natsai M'shangwe
392945,Donald Tiripano
398438,Mayank Agarwal
398439,Karun Nair
398513,Saurabh Netravalkar
398666,Sean Abbott
399259,Alasdair Evans
401057,Taijul Islam
401537,Kinchit Shah
401540,Aizaz Khan
402066,Sufyan Mehmood
402245,Amir Hamza
402247,Izatullah Dawlatzai
402992,Shuvagata Hom
403902,Liam Livingstone
406308,Nigel Jones
407265,Josh Davey
410765,Nurul Hasan
412321,Stuart Chalmers
413702,Berend Westdijk
414248,Hiral Patel
414249,Usman Limbada
414397,Hamza Tariq
414821,Stuart Thompson
414966,Michael Leask
414969,Charles Perchard
414970,Safyaan Sharif
414971,Craig Wallace
414973,Ollie Hairs
414985,Vinoo Tewarie
414990,Jake Ball
416103,Vivian Kingma
416190,Kjorn Ottley
417268,Matthew Cross
417381,Andy McBrine
418615,Jimmy Hansra
418617,Jawad Dawood
419873,Mohammad Shahzad
420341,Wilfred Diepeveen
420402,Afsar Zazai
420419,Tobias Visee
420427,Sese Bau
421892,Tanbir Hayder
422108,KL Rahul
422847,Harmeet Singh
422871,Prabath Jayasuriya
422965,Shehan Jayasuriya
424377,Krishnappa Gowtham
425639,Tendai Chatara
425943,Sanju Samson
427178,Brian Chari
428366,Lahiru Madushanka
429738,Lakshan Sandakan
429748,Amila Aponso
429754,Niroshan Dickwella
429981,Mohammad Irfan
430105,Jaskaran Malhotra
430246,Yuzvendra Chahal
431901,Evin Lewis
431902,Yannic Cariah
431905,Shane Dowrich
431909,Jermaine Blackwood
433614,Zahid Mahmood
434429,Aamer Yamin
436677,Soumya Sarkar
436749,Fayyaz Butt
436757,Heinrich Klaasen
437005,Binod Bhandari
437316,Dasun Shanaka
437927,Stephan Baard
438563,Mark Chapman
439288,Joe Mennie
439952,Chris Morris
440162,Lucas Oluoch
440516,Tom Blundell
440517,Dane Cleaver
440522,Logan van Beek
440523,Ben Wheeler
440963,Aftab Alam
440968,Yamin Ahmadzai
440970,Hashmatullah Shahidi
440977,Parth Desai
440990,Lega Siaka
443150,Kyle Hope
443263,Hayden Walsh
444135,Sohag Gazi
446101,Shannon Gabriel
446507,Suryakumar Yadav
446548,Scott Boland
446690,Pargat Singh
446807,Subash Khakurel
446810,Nazmul Islam
446860,Zhivago Groenewald
447261,Deepak Chahar
447290,Nasir Aziz
447458,Swapnil Patil
447587,Jayant Yadav
448243,Rumman Raees
450075,Kesrick Williams
450101,Raymon Reifer
450860,Adam Milne
451947,Milind Kumar
452472,Anshy Rath
453277,Victor Nyauchi
453289,Neville Madziva
453321,Tapiwa Mufudza
455463,Aamir Kaleem
457249,Carlos Brathwaite
457279,Olly Stone
458897,Ruaidhri Smith
459508,Andrew Tye
459752,Scott McKechnie
461281,Preston Mommsen
461632,Reece Topley
463215,Rory McCann
463217,Albert van der Merwe
464626,Craig Overton
465327,Innocent Kaia
465783,Vishwa Fernando
465793,Dhananjaya de Silva
465797,Tharindu Kaushal
466610,Bernard Loots
467420,Sean Terry
467426,Tom Heggelman
470699,Ben Cooper
470772,Andrew Umeed
470777,Gavin Main
470893,Dominic Blampied
470900,Michael English
470917,James McCollum
471342,Krunal Pandya
472153,Duncan Allan
474760,CP Rizwan
475281,Shardul Thakur
477021,Vijay Shankar
480603,Iftikhar Ahmed
481875,George Linde
481896,Mohammed Shami
481979,Anrich Nortje
482478,Jan Frylinck
485379,Andries Gous
489889,Pat Cummins
492924,Karl Whatham
493765,Takudzwanashe Kaitano
493773,Lockie Ferguson
494133,Runish Gudhka
494230,Asif Ali
494847,Junaid Siddiqui
495551,Sheldon Cottrell
495964,Ryan Burl
497121,Deepak Hooda
498440,Ronsford Beaton
498582,Jason Smith
498875,Bilal Asif
499592,Sandun Weerakkody
499594,Kasun Rajitha
500236,Darren Ramsammy
500268,Ashton Turner
501907,Daryn Dupavillon
502714,Mitchell Santner
505120,Ashton Agar
506612,Matt Henry
509107,Iain Wardlaw
510530,Jamie Overton
510823,Justin Greaves
511532,Al-Amin Hossain
512191,Fakhar Zaman
513005,Adeel Shafique
516561,Dawlat Zadran
518097,Ahsan Malik
519070,Gerhard Erasmus
521478,Rayyan Pathan
521637,Ben Duckett
524048,Nasir Jamal
524049,Najibullah Zadran
524050,Sayed Shirzad
524075,Tangeni Lungameni
524095,Sagar Pun
524247,Alei Nao
524249,Dogodo Bau
524253,Norman Vanua
524255,Kabua Morea
524845,Peter Chase
526021,Cole McConchie
526441,Mark Adair
526462,Jonty Jenner
526468,Elliot Miles
526481,Saqib Zulfiqar
526492,Tom Sole
529349,Dhiren Gondaria
530011,Travis Head
530811,Chandrapaul Hemraj
530812,Akeal Hosein
531953,Max Sorensen
532853,Smit Patel
533042,Billy Stanlake
533862,Mohammad Naveed
533953,Najeeb Tarakai
533956,Rahmat Shah
534734,Chirag Suri
535353,Ottneil Baartman
535393,Senuran Muthusamy
536936,Litton Das
537119,Mohit Sharma
537124,Gurkeerat Singh Mann
538506,Taskin Ahmed
539304,Babar Hayat
539305,Haseeb Amjad
539511,Henry Nicholls
539548,Scott Kuggeleijn
540316,Andile Phehlukwayo
541224,Luke Jongwe
541991,JP Kotze
542023,Lungi Ngidi
543449,Ajay Lalcheta
545467,Junior Dala
547079,Sami Aslam
547085,Syed Saad Ali
547092,Ehsan Adil
547749,Will Young
547760,Theo van Woerkom
547766,Jacob Duffy
550133,Mosaddek Hossain
550137,Abu Hider
550187,Zubayr Hamza
550215,Kagiso Rabada
550235,Tom Curran
552152,Dushmantha Chameera
552881,Elmore Hutchinson
553249,Bjorn Fortuin
553800,Chris Tremain
553821,JJ Smit
554691,Axar Patel
555850,Sam Hain
556749,Miguel Cummins
557295,Hilton Cartwright
557298,Daniel Worrall
559066,Ish Sodhi
559235,Kuldeep Yadav
568136,Fareed Ahmad
568276,Imam-ul-Haq
571703,Wellington Masakadza
573170,Luke Wood
574178,Akila Dananjaya
574287,Chad Soper
574638,Malan Kruger
577345,Michau du Preez
581160,Khary Pierre
581379,Shai Hope
585081,Khawar Ali
585083,Zeeshan Maqsood
585100,Abdul Shakoor
590326,Mitchell Swepson
594322,Corbin Bosch
594992,Murray Commins
594996,Ryan Klein
595004,Kyle Verreynne
595267,Matthew Breetzke
595419,Brandon Glover
595790,Nikolaas Davin
595921,Curtis Campher
595978,Tristan Stubbs
596002,Liam Roche
596010,Gerald Coetzee
596099,Dean Foxcroft
596375,Tarisai Musakanda
596376,Joylord Gumbie
596417,Brydon Carse
596664,Zane Green
600498,Aiden Markram
603410,Ben McDermott
604302,Nicholas Pooran
604527,Nitish Rana
605575,Matthew Short
605661,Ryan Rickelton
605680,Janneman Malan
623104,Kamran Shazad
623636,Kamran Ghulam
623695,Chamika Karunaratne
623977,Agha Salman
624813,Khalid Kail
625371,Hardik Pandya
625383,Jasprit Bumrah
625960,Kyle Jamieson
625964,Tim Seifert
626111,Salman Faris
627732,Stuart Whittingham
628240,Hussain Talat
629058,Najmul Hossain Shanto
629059,Yasir Ali
629063,Mehidy Hasan Miraz
629066,Jubair Hossain
629070,Mohammad Saifuddin
629074,Kusal Mendis
629075,Minod Bhanuka
629076,Sadeera Samarawickrama
629080,Binura Fernando
629084,Ramesh Mendis
633362,Sharafuddin Ashraf
633366,Shahidullah
633374,Zia-ur-Rehman
633410,Simandeep Singh
633426,Waqas Khan
633525,Sushan Bhari
633527,Harishankar Shah
637496,Gurdeep Singh
638713,Hamish Gardiner
642519,Shreyas Iyer
643197,Max O'Dowd
643885,Saqib Mahmood
646173,Kiplin Doriga
646175,Hiri Hiri
646181,Nosaina Pokana
646191,Gaudi Toka
646193,Riley Hekure
647667,Usama Mir
647771,Shayan Jahangir
652687,Saud Shakeel
653033,Priyamal Perera
653695,Matt Parkinson
659081,Mark Watt
659087,Jake Dunford
662235,Josh Inglis
662973,Sam Curran
665053,Zak Crawley
669365,Phil Salt
669855,Jofra Archer
670013,Fabian Allen
670025,Shimron Hetmyer
670031,Alzarri Joseph
670035,Brandon King
670045,Gudakesh Motie
671805,George Munsey
671823,Chris Sole
672775,Carl Mumba
677077,Romario Shepherd
677081,Keemo Paul
681117,Faheem Ashraf
681305,Hasan Ali
681681,Janith Liyanage
681801,Shakeel Ahmed
693975,Sahan Arachchige
694037,Pipi Raho
694211,Avesh Khan
696127,Brad Evans
696139,Ryan Murray
696143,Shane Snater
696401,Marco Jansen
697059,Zakir Hasan
697183,Tony de Zorzi
697279,Usman Shinwari
698143,Lutho Sipamla
698189,Wiaan Mulder
698317,Ruben Trumpelmann
698343,Eathan Bosch
700167,Navdeep Saini
701201,Lalit Bhandari
701211,Sunil Dhamala
701215,Sompal Kami
701217,Aarif Sheikh
703323,Ihsanullah
711559,Usman Ghani
713811,Tinashe Kamunhukamwe
714451,Shivam Dube
716733,Khushdil Shah
717099,Ankur Vasishta
718553,Ehsan Nawaz
719715,Washington Sundar
720471,Ishan Kishan
721041,Dushan Hemantha
723105,Rinku Singh
734459,Abrar Ahmed
738445,Mohammad Shahzad
740153,Ishwarjot Sohi
741143,Irfan Sajid
751151,Hamza Tahir
764321,Dylan Budge
772469,Usman Rafiq
772471,Jasdeep Singh
774219,Matthew Kuhnemann
774223,Jhye Richardson
779973,Saqlain Haider
784367,Charith Asalanka
784369,Avishka Fernando
784373,Kamindu Mendis
784375,Lahiru Kumara
784379,Wanindu Hasaranga
786925,Asitha Fernando
787987,Marnus Labuschagne
792519,Dhananjaya Lakshan
793007,Dilshan Madushanka
793411,Danish Aziz
793441,Aamer Jamal
793447,Naveen-ul-Haq
793457,Hazratullah Zazai
793463,Rashid Khan
793467,Karim Janat
794707,Dipendra Singh Airee
794713,Kushal Bhurtel
796331,Yodhin Punja
800675,Karan KC
801817,Mohamed Shiraz
806239,Brandon Mavuta
806241,Richard Ngarava
807535,Brad Wheal
817069,Navneet Dhaliwal
819429,Azmatullah Omarzai
819507,Abdul Rahman
820351,Rovman Powell
820677,Keacy Carty
820681,Amir Jangoo
820685,Nicholas Kirton
820691,Odean Smith
823509,Glenn Phillips
823703,Rajat Patidar
824159,Tayyab Tahir
824541,Jaker Ali
826679,Sam Heazlett
826689,Pramod Madushan
826915,Nathan Ellis
827023,Lo-handre Louwrens
827051,Blessing Muzarabani
833087,Mahedi Hasan
833777,Michael van Lingen
851403,Venkatesh Iyer
854909,Blair Tickner
873199,Chris Greaves
873205,Scott Cameron
873769,Sultan Ahmed
877051,Tom Banton
888455,Umair Ali
888565,Mehran Khan
892749,Tim David
897549,Will Jacks
906749,Dominic Drakes
906755,Keon Harding
906783,Obed McCoy
910695,Ben Curran
911707,Harry Brook
913853,Lalit Rajbanshi
914171,Qais Ahmad
914467,Anderson Phillip
914503,Harsh Thaker
914519,Chemar Holder
914541,Sherfane Rutherford
914567,Oshane Thomas
917159,Prasidh Krishna
919489,Shahid Wasif
919493,Christopher Carter
919527,Cameron McAuslan
919549,Tanveer Ahmed
921509,Ibrahim Zadran
922941,Abdullah Shafique
922943,Shadab Khan
926629,Hasan Mahmud
926851,Mukesh Kumar
927119,Ali Khan
927619,Khaled Ahmed
928015,Josh Clarkson
928057,Lorcan Tucker
928067,Josh Little
931581,Rishabh Pant
932355,Ebadot Hossain
935553,Ikram Alikhil
935995,Afif Hossain
936031,Bikram Sob
937673,Laxman Sreekumar
937953,Bilal Khan
938959,Wessly Madhevere
940593,Aqib Ilyas
940973,Mohammed Siraj
941959,Qadeer Ahmed
942645,Khaleel Ahmed
943275,Imran Haider
943281,Mohammed Qasim
946483,Nqabayomzi Peter
946507,Tadiwanashe Marumani
946517,Dion Myers
948437,Shaun Fouché
948593,Mihlali Mpongwana
948659,Jan-Izak de Villiers
949473,Brandon McMullen
950303,Ghulam Shabber
950309,Waheed Ahmed
951781,Milton Shumba
953793,Cameron Stevenson
956319,Ayaan Khan
957645,Aaron Jones
958691,Ashen Bandara
959759,Finn Allen
959767,Rachin Ravindra
959771,Nathan Smith
959823,Charlton Tshuma
959833,Wes Agar
960035,Daniel ter Braak
960361,Sandeep Lamichhane
961401,Stephen Doheny
961407,Harry Tector
962831,Henry Shipley
971349,Nandre Burger
974087,Rahmanullah Gurbaz
974109,Mujeeb Ur Rahman
974175,Fazalhaq Farooqi
974719,Muhammad Usman
990023,Tanzid Hasan
990031,Towhid Hridoy
990039,Shoriful Islam
990081,Mohammad Naim
1000791,Brad Currie
1005257,Simi Singh
1005369,Jacob Mulder
1012137,Mrittunjoy Chowdhury
1027779,Christopher McBride
1027781,Matthew Potts
1028655,Pathum Nissanka
1028665,Praveen Jayawickrama
1036191,Bas de Leede
1036197,Philippe Boissevain
1036209,Boris Gorlee
1038205,Trevor Gwandu
1039481,Gus Atkinson
1041679,Nosthush Kenjige
1043681,Shehan Madushanka
1045883,Clive Madande
1057456,Karl Birkenstock
1057762,Siddharth Bukkapatnam
1058508,Abinash Bohara
1058510,Anil Sah
1058514,Aasif Sheikh
1058938,Wasim Ali
1058987,Karthik Meiyappan
1058988,Jonathan Figy
1058989,Aryan Lakra
1058990,Ansh Tandon
1059030,Abdul Malik
1059122,Tanaka Chivanga
1060380,Ruturaj Gaikwad
1061090,Riaz Hassan
1061467,Dilon Heyliger
1062334,Matthew Spoors
1062706,Harrison Carlyon
1063728,Kyle Christie
1064812,Rahul Chahar
1069820,Ben Shikongo
1070168,Prithvi Shaw
1070173,Shubman Gill
1071473,Jan Nicol Loftie-Eaton
1071484,Brian Bennett
1071504,Michael Levitt
1072470,Shaheen Shah Afridi
1072472,Muhammad Musa
1072482,Kamal Airee
1072485,Pawan Sarraf
1072487,Bhim Sharki
1072488,Rohit Paudel
1074333,Nuwanidu Fernando
1076713,Cameron Green
1076722,Will Sutherland
1077307,Kaleemullah
1077309,Khurram Nawaz
1077310,Naseem Khushi
1078692,Alick Athanaze
1079434,Riyan Parag
1090591,Kishore Mahato
1093091,Michael Jones
1096092,Jamie Smith
1096833,Nestor Dhamba
1099225,Fionn Hand
1099379,Gareth Delany
1104697,Scott Currie
1104703,Fred Klaassen
1111123,Rijan Dhakal
1111473,Rishiv Joshi
1112212,Benjamin Ward
1112214,Daniel Birrell
1112220,Julius Sumerauer
1112535,Neil Rock
1112537,Jordan Cox
1115025,Semo Kamea
1115033,Simon Atai
1120355,Shahid Ahmadzai
1122557,Damien Ravu
1122851,Faraz Akram
1122853,Tony Munyonga
1123718,Spencer Johnson
1124282,Josh Philippe
1124283,Aaron Hardie
1125317,Lance Morris
1125536,Ben Lister
1125867,Mohammad Boota
1125976,Arshdeep Singh
1126002,Fahad Nawaz
1126045,Nishan Madushka
1126253,Amir Hayat
1126694,Darius D'Silva
1127317,Scott Edwards
1129328,Teja Nidamanuru
1131754,Chetan Sakariya
1136106,Jay Odedra
1138316,Maheesh Theekshana
1139028,Karima Gore
1139520,Tanzim Hasan Sakib
1139523,Rishad Hossain
1141934,Kushal Malla
1147980,Sagar Dhakal
1148466,Adrian Neill
1150684,Kyle Phillip
1150772,Tom Hartley
1151278,Yashasvi Jaiswal
1151288,Sai Sudharsan
1152427,Dunith Wellalage
1153767,Vikramjit Singh
1156689,Rahul Bhatia
1156690,Suraj Kumar
1158088,Naseem Shah
1158100,Mohammad Hasnain
1159641,Monank Patel
1159653,Ravinderpal Singh
1159711,Shahbaz Ahmed
1161018,Surya Tamang
1161022,Sundeep Jora
1161031,Saim Ayub
1161038,Alishan Sharafu
1161044,Shamim Hossain
1161050,Sediqullah Atal
1161606,Haris Rauf
1161669,Akeem Jordan
1163695,Kuldeep Sen
1167806,Muzahir Raza
1168049,Jake Fraser-McGurk
1168651,Haider Ali
1168667,Joshua Da Silva
1170265,Tilak Varma
1170471,Tanveer Sangha
1171127,Haseebullah Khan
1172968,Dan Mousley
1174024,Sandeep Goud
1175441,Ravi Bishnoi
1178065,Divan la Cock
1178066,Jan Balt
1178586,Vriitya Aravind
1179855,Pratis GC
1181708,Nick Greenwood
1182529,Noor Ahmad
1184439,Musa Ahmad
1185538,Mohammad Wasim
1186229,Hila Vare
1186658,Chamidu Wickramasinghe
1191381,Noah Croes
1193293,Akhil Kumar
1193304,Rahul Jariwala
1193310,Saiteja Mukkamalla
1193546,Adithya Ashok
1193548,Tim Pringle
1194744,Shevon Daniel
1194795,Matheesha Pathirana
1194959,Jacob Bethell
1195662,Gavin Hoey
1195664,Asa Tribe
1195667,Josh Lawrenson
1195670,Kyle Klein
1195672,Aryan Dutt
1195674,Tomas Mackintosh
1195676,Jasper Davidson
1195683,Liam Naylor
1196500,Zawar Farid
1199304,Jayden Seales
1199426,Irfan Khan
1199434,Nangeyalia Kharote
1199669,Ashwanth Valthapa
1199670,Sanchit Sharma
1200616,Clayton Floyd
1203754,Junaid Siddique
1203995,Shahnawaz Dahani
1205381,Akshay Homraj
1205559,Mohammad Haris
1206110,Kevin Sinclair
1206190,Shreyas Movva
1209110,Basil Hameed
1209190,Matthew Forde
1210488,Cooper Connolly
1210511,Nahid Rana
1211825,William O’Rourke
1212481,Mohammad Aadil Alam
1212829,Ali Naseer
1229251,Dilpreet Bajwa
1241238,Lovepreet Singh
1241253,Muhammad Zuhaib
1241265,Aayan Afzal Khan
1241271,Muhammad Farooq
1241277,Muhammad Waseem
1243738,Mitchell Hay
1246528,Umran Malik
1248188,Arjun Saud
1248357,Dev Khanal
1253822,Gulsan Jha
1256189,Vishnu Sukumaran
1256933,Dylan Leicher
1261866,John Turner
1263361,Matthew Humphreys
1263691,Rehan Ahmed
1266476,Charlie Tear
1275935,Teddy Bishop
1276393,Sushant Modani
1276395,Dominique Rikhi
1276396,Abhishek Paradkar
1276700,Shoaib Khan
1276719,Kashyap Prajapati
1276721,Pruthvikumar Machhi
1276921,Naveed Zadran
1277627,Sanjay Krishnamurthi
1278252,Shariz Ahmad
1278259,Oliver Davidson
1278263,Jack Jarvis
1282006,Samay Shrivastav
1290587,Basir Ahamad
1290929,Tim Robinson
1294031,Yasir Mohammad
1294141,Aryansh Sharma
1294144,Dhruv Parashar
1294342,Kwena Maphaka
1295879,John Kariko
1306214,Eshan Malinga
1310415,Jack Brassell
1312645,Harshit Rana
1323683,Aaron Johnson
1326798,AM Ghazanfar
1328438,Sabir Ali
1329697,Sufiyan Muqeem
1344776,Hazrat Bilal
1345983,Ethan D'Souza
1353033,Muhammad Jawadullah
1360042,Tinotenda Maposa
1387900,Uday Bhagwan
1388460,Rahul Chopra
1402600,Pratik Athavale
1409283,Newman Nyamhuri
1411891,Tanish Suri
1411895,Omid Shafi Rahman
1415052,Utkarsh Srivastava
1427052,Juanoy Drysdale
1443393,Karan Sonavale
1444109,Aaditya Varadarajan
1453642,Hammad Mirza
1456611,Hassnain Shah
1457849,Vinayak Shukla
1457977,Ashish Odedara
1472723,Hashir Dafedar
